Draft Number,Round Number,Player,Team,Conference,Position,Team Name,Owner Name,Season,Player ID,Player Birth Place,Player Birth Country,Player Height (in),Player Weight (lbs),Player DOB,Player Age,Fantasy Points,G,A,+/-,PTS,PIM,PPG,PPA,SHG,SHA,GWG,FOW,FOL,25,TTOI,ATOI,SOG,30,HIT,BLK,GP,STPG,STPA,STP,PPP,SHP,HAT,GS,W,L,SA,GA,SV,SO,MIN,OTL,GAA,SV%,12,DEF,99,5
88,13,Alec Martinez,VGK,Western,D,Stupid Sexy Flanders,vince tran,20212022,3927.0,"Rochester Hills, MI",USA,73.0,210.0,26/7/1987,34.0,24.0,3.0,5.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,30483.0,1172.42307692,32.0,26.0,26.0,68.0,26.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,8.0,,
89,13,Thomas Chabot,OTT,Eastern,D,THE FAMILY GUY,Brandon Nguyen,20212022,3900219.0,"Sainte-Marie, QC",CAN,73.0,200.0,30/1/1997,24.0,128.0,7.0,31.0,-3.0,38.0,26.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,1555.0,92720.0,1571.52542373,173.0,59.0,73.0,93.0,59.0,1.0,12.0,13.0,13.0,0.0,,,,,,,,,,,,,,38.0,,
90,13,Jakob Chychrun,ARI,Western,D,Super Nintendo Chalmers,Ivan Chow,20212022,4024950.0,"Boca Raton, FL",USA,74.0,216.0,31/3/1998,23.0,66.0,7.0,14.0,-20.0,21.0,47.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1229.0,64820.0,1379.14893617,141.0,47.0,51.0,66.0,47.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,21.0,,
91,13,Torey Krug,STL,Western,D,Radioactive Man,Nam Le,20212022,2952729.0,"Livonia, MI",USA,69.0,194.0,12/4/1991,30.0,150.0,9.0,34.0,23.0,43.0,48.0,3.0,16.0,1.0,0.0,1.0,0.0,0.0,1760.0,78917.0,1233.078125,120.0,64.0,53.0,70.0,64.0,4.0,16.0,20.0,19.0,1.0,,,,,,,,,,,,,,43.0,,
92,14,Jakub Voracek,CLS,Western,RW,Radioactive Man,Nam Le,20212022,3781.0,"Kladno, Czechoslovakia",Czechoslovakia,74.0,214.0,15/8/1989,32.0,213.0,6.0,56.0,-13.0,62.0,44.0,2.0,23.0,0.0,0.0,2.0,5.0,28.0,1615.0,82728.0,1047.18987342,147.0,79.0,27.0,28.0,79.0,2.0,23.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,
93,14,Ryan Nugent-Hopkins,EDM,Western,C,Super Nintendo Chalmers,Ivan Chow,20212022,2562624.0,"Burnaby, BC",CAN,73.0,192.0,12/4/1993,28.0,179.0,11.0,39.0,3.0,50.0,16.0,1.0,22.0,3.0,2.0,1.0,178.0,259.0,1334.0,73023.0,1159.0952381,154.0,63.0,42.0,34.0,63.0,4.0,24.0,28.0,23.0,5.0,,,,,,,,,,,,,,,,
94,14,Frederik Andersen,CAR,Eastern,G,THE FAMILY GUY,Brandon Nguyen,20212022,2517899.0,"Herning, DEN",DEN,76.0,229.0,2/10/1989,32.0,261.0,,,,,,,,,,,,,,,,,52.0,,,,0.0,0.0,0.0,0.0,0.0,,51.0,35.0,14.0,1431.0,111.0,1320.0,4.0,184253.0,3.0,2.16875709,0.92243187,0.67307692,,,
95,14,Samuel Girard,COL,Western,D,Stupid Sexy Flanders,vince tran,20212022,4063401.0,"Roberval, QC",CAN,70.0,170.0,12/5/1998,23.0,92.0,5.0,23.0,-4.0,28.0,20.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1809.0,86999.0,1298.49253731,79.0,67.0,65.0,90.0,67.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,,,,,,28.0,,
96,14,Dylan Larkin,DET,Eastern,C,ミスター スパーコル,Maanik Bhandari,20212022,3114755.0,"Waterford, MI",USA,73.0,199.0,30/7/1996,25.0,234.0,31.0,38.0,-18.0,69.0,47.0,6.0,7.0,0.0,1.0,4.0,632.0,572.0,1520.0,83749.0,1179.56338028,212.0,71.0,76.0,28.0,71.0,6.0,8.0,14.0,13.0,1.0,1.0,,,,,,,,,,,,,,,
97,14,Kevin Fiala,MIN,Western,C,Front Facing Skinner,Brian Duong,20212022,3114743.0,"St. Gallen, SUI",SUI,72.0,205.0,22/7/1996,25.0,280.0,33.0,52.0,23.0,85.0,52.0,5.0,12.0,1.0,0.0,7.0,4.0,11.0,1548.0,86804.0,1058.58536585,262.0,82.0,52.0,21.0,82.0,6.0,12.0,18.0,17.0,1.0,,,,,,,,,,,,,,,,
98,14,Jason Robertson,DAL,Western,LW,steams hams Norhtern Lights,bryan lam,20212022,4233875.0,"Northville, MI",USA,75.0,207.0,22/7/1999,22.0,287.0,41.0,38.0,16.0,79.0,22.0,13.0,8.0,0.0,0.0,11.0,0.0,0.0,1681.0,80422.0,1086.78378378,220.0,74.0,50.0,24.0,74.0,13.0,8.0,21.0,21.0,0.0,2.0,,,,,,,,,,,,,,,
99,15,Oliver Ekman-Larsson,VAN,Western,D,steams hams Norhtern Lights,bryan lam,20212022,5488.0,"Karlskrona, SWE",SWE,74.0,192.0,17/7/1991,30.0,98.0,5.0,24.0,5.0,29.0,52.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,2213.0,105817.0,1339.4556962,168.0,79.0,105.0,79.0,79.0,3.0,7.0,10.0,10.0,0.0,,,,,,,,,,,,,,29.0,,
100,15,Igor Shesterkin,NYR,Eastern,G,Front Facing Skinner,Brian Duong,20212022,3151297.0,"Moscow, RUS",RUS,73.0,195.0,30/12/1995,26.0,276.0,,,,,,,,,,,,,,,,,53.0,,,,0.0,0.0,0.0,0.0,0.0,,52.0,36.0,13.0,1622.0,106.0,1516.0,6.0,184232.0,4.0,2.0713014,0.93464858,0.67924528,,,
101,15,Zach Hyman,EDM,Western,LW,ミスター スパーコル,Maanik Bhandari,20212022,5509.0,"Toronto, ON",CAN,73.0,206.0,9/6/1992,29.0,180.0,27.0,27.0,-9.0,54.0,36.0,5.0,5.0,1.0,3.0,4.0,41.0,44.0,1701.0,88760.0,1167.89473684,213.0,76.0,74.0,31.0,76.0,6.0,8.0,14.0,10.0,4.0,,,,,,,,,,,,,,,,
102,15,Tyler Toffoli,MON,Eastern,RW,Stupid Sexy Flanders,vince tran,20212022,5550.0,"Scarborough, ON",CAN,72.0,203.0,24/4/1992,29.0,167.0,20.0,29.0,-5.0,49.0,14.0,8.0,8.0,2.0,1.0,1.0,18.0,16.0,1686.0,72402.0,978.40540541,195.0,74.0,81.0,24.0,74.0,10.0,9.0,19.0,16.0,3.0,,,,,,,,,,,,,,,,
103,15,Ryan Strome,NYR,Eastern,C,THE FAMILY GUY,Brandon Nguyen,20212022,2562636.0,"Mississauga, ON",CAN,73.0,192.0,11/7/1993,28.0,182.0,21.0,33.0,15.0,54.0,69.0,5.0,9.0,1.0,0.0,5.0,362.0,456.0,1537.0,81364.0,1099.51351351,161.0,74.0,41.0,19.0,74.0,6.0,9.0,15.0,14.0,1.0,,,,,,,,,,,,,,,,
104,15,Linus Ullmark,BOS,Eastern,G,Super Nintendo Chalmers,Ivan Chow,20212022,3069285.0,"Lugnvik, SWE",SWE,76.0,223.0,31/7/1993,28.0,186.0,,,,,,,,,,,,,,,,,41.0,,,,0.0,0.0,0.0,0.0,0.0,,39.0,26.0,10.0,1142.0,95.0,1047.0,1.0,139826.0,2.0,2.44589704,0.91681261,0.68421053,,,
105,15,Seth Jones,CHI,Western,D,Radioactive Man,Nam Le,20212022,3041992.0,"Arlington, TX",USA,76.0,213.0,3/10/1994,27.0,173.0,5.0,46.0,-37.0,51.0,28.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,2341.0,122684.0,1572.87179487,194.0,78.0,99.0,155.0,78.0,0.0,20.0,20.0,19.0,1.0,,,,,,,,,,,,,,51.0,,
106,16,Zach Werenski,CLS,Western,D,Radioactive Man,Nam Le,20212022,3899972.0,"Grosse Pointe, MI",USA,74.0,211.0,19/7/1997,24.0,161.0,11.0,37.0,-14.0,48.0,22.0,4.0,10.0,0.0,1.0,2.0,0.0,0.0,1785.0,104724.0,1540.05882353,216.0,68.0,33.0,95.0,68.0,4.0,11.0,15.0,14.0,1.0,,,,,,,,,,,,,,48.0,,
107,16,Teuvo Teravainen,CAR,Eastern,RW,Super Nintendo Chalmers,Ivan Chow,20212022,2592095.0,"Helsinki, FIN",FIN,71.0,191.0,11/9/1994,27.0,231.0,22.0,43.0,22.0,65.0,24.0,9.0,22.0,2.0,1.0,2.0,24.0,20.0,1699.0,81772.0,1061.97402597,202.0,77.0,15.0,30.0,77.0,11.0,23.0,34.0,31.0,3.0,,,,,,,,,,,,,,,,
108,16,Brent Burns,SJ,Western,D,THE FAMILY GUY,Brandon Nguyen,20212022,2300.0,"Barrie, ON",CAN,77.0,228.0,9/3/1985,36.0,184.0,10.0,45.0,-15.0,55.0,42.0,4.0,14.0,0.0,1.0,0.0,0.0,1.0,2438.0,128602.0,1568.31707317,203.0,82.0,55.0,150.0,82.0,4.0,15.0,19.0,18.0,1.0,,,,,,,,,,,,,,55.0,,
109,16,Jonathan Marchessault,VGK,Western,LW,Stupid Sexy Flanders,vince tran,20212022,2967072.0,"Cap-Rouge, QC",CAN,69.0,185.0,27/12/1990,31.0,222.0,30.0,36.0,3.0,66.0,36.0,5.0,15.0,0.0,0.0,4.0,43.0,57.0,1607.0,80169.0,1054.85526316,251.0,76.0,61.0,17.0,76.0,5.0,15.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
110,16,Miro Heiskanen,DAL,Western,D,ミスター スパーコル,Maanik Bhandari,20212022,4233536.0,"Espoo, FIN",FIN,74.0,197.0,18/7/1999,22.0,120.0,5.0,31.0,3.0,36.0,24.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,1927.0,104526.0,1493.22857143,156.0,70.0,52.0,92.0,70.0,3.0,8.0,11.0,11.0,0.0,,,,,,,,,,,,,,36.0,,
111,16,Cole Caufield,MON,Eastern,RW,Front Facing Skinner,Brian Duong,20212022,4565236.0,"Stevens Point, WI",USA,68.0,175.0,2/1/2001,20.0,154.0,23.0,20.0,-24.0,43.0,10.0,5.0,8.0,0.0,0.0,3.0,5.0,5.0,1379.0,67055.0,1000.82089552,188.0,67.0,18.0,7.0,67.0,5.0,8.0,13.0,13.0,0.0,1.0,,,,,,,,,,,,,,,
112,16,Bryan Rust,PIT,Eastern,RW,steams hams Norhtern Lights,bryan lam,20212022,2591155.0,"Pontiac, MI",USA,71.0,198.0,11/5/1992,29.0,205.0,24.0,34.0,7.0,58.0,14.0,9.0,12.0,0.0,0.0,1.0,1.0,5.0,1395.0,67573.0,1126.21666667,180.0,60.0,43.0,24.0,60.0,9.0,12.0,21.0,21.0,0.0,1.0,,,,,,,,,,,,,,,
113,17,Filip Hronek,DET,Eastern,D,steams hams Norhtern Lights,bryan lam,20212022,4063607.0,"Hradec Kralove, CZE",CZE,72.0,190.0,2/11/1997,24.0,121.0,5.0,33.0,-29.0,38.0,36.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1964.0,103081.0,1321.55128205,133.0,78.0,70.0,81.0,78.0,2.0,5.0,7.0,7.0,0.0,,,,,,,,,,,,,,38.0,,
114,17,Neal Pionk,WPG,Western,D,Front Facing Skinner,Brian Duong,20212022,3988847.0,"Hermantown, MN",USA,72.0,190.0,29/7/1995,26.0,115.0,3.0,31.0,5.0,34.0,46.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,2001.0,97665.0,1268.37662338,140.0,77.0,185.0,91.0,77.0,1.0,11.0,12.0,12.0,0.0,,,,,,,,,,,,,,34.0,,
115,17,Evgeni Malkin,PIT,Eastern,C,ミスター スパーコル,Maanik Bhandari,20212022,3124.0,"Magnitogorsk, USSR",USSR,77.0,210.0,31/7/1986,35.0,160.0,20.0,22.0,-10.0,42.0,24.0,9.0,11.0,0.0,0.0,5.0,164.0,212.0,885.0,45091.0,1099.7804878,129.0,41.0,21.0,18.0,41.0,9.0,11.0,20.0,20.0,0.0,1.0,,,,,,,,,,,,,,,
116,17,Andrew Copp,WPG,Western,C,Stupid Sexy Flanders,vince tran,20212022,3042114.0,"Ann Arbor, MI",USA,73.0,203.0,8/7/1994,27.0,186.0,21.0,32.0,15.0,53.0,16.0,3.0,7.0,2.0,1.0,5.0,377.0,332.0,1689.0,82841.0,1150.56944444,183.0,72.0,45.0,41.0,72.0,5.0,8.0,13.0,10.0,3.0,1.0,,,,,,,,,,,,,,,
117,17,Drew Doughty,LA,Western,D,THE FAMILY GUY,Brandon Nguyen,20212022,3995.0,"London, ON",CAN,73.0,210.0,8/12/1989,32.0,107.0,7.0,24.0,4.0,31.0,30.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,1032.0,60235.0,1544.48717949,99.0,39.0,60.0,53.0,39.0,4.0,9.0,13.0,13.0,0.0,,,,,,,,,,,,,,31.0,,
118,17,Cam Talbot,MIN,Western,G,Super Nintendo Chalmers,Ivan Chow,20212022,5734.0,"Caledonia, ON",CAN,76.0,200.0,5/7/1987,34.0,236.0,,,,,,,,,,,,,,,,,49.0,,,,0.0,0.0,0.0,0.0,0.0,,48.0,32.0,12.0,1488.0,132.0,1356.0,3.0,171875.0,4.0,2.7648,0.91129032,0.66666667,,,
119,17,Patrik Laine,CLS,Western,RW,Radioactive Man,Nam Le,20212022,4024820.0,"Tampere, FIN",FIN,76.0,208.0,19/4/1998,23.0,198.0,26.0,30.0,-7.0,56.0,24.0,5.0,9.0,0.0,0.0,7.0,14.0,24.0,1198.0,63256.0,1129.57142857,167.0,56.0,34.0,13.0,56.0,5.0,9.0,14.0,14.0,0.0,1.0,,,,,,,,,,,,,,,
120,18,Filip Forsberg,NSH,Western,LW,Radioactive Man,Nam Le,20212022,2968772.0,"Ostervala, SWE",SWE,73.0,205.0,13/8/1994,27.0,296.0,42.0,42.0,12.0,84.0,20.0,10.0,17.0,0.0,0.0,8.0,1.0,0.0,1515.0,74925.0,1085.86956522,226.0,69.0,112.0,48.0,69.0,10.0,17.0,27.0,27.0,0.0,1.0,,,,,,,,,,,,,,,
121,18,Pavel Buchnevich,STL,Western,RW,Super Nintendo Chalmers,Ivan Chow,20212022,3042081.0,"Cherepovets, RUS",RUS,73.0,196.0,17/4/1995,26.0,254.0,30.0,46.0,29.0,76.0,44.0,8.0,11.0,2.0,2.0,3.0,13.0,26.0,1643.0,80158.0,1098.05479452,199.0,73.0,57.0,15.0,73.0,10.0,13.0,23.0,19.0,4.0,,,,,,,,,,,,,,,,
122,18,T.J. Oshie,WSH,Eastern,RW,THE FAMILY GUY,Brandon Nguyen,20212022,5034.0,"Everett, WA",USA,72.0,187.0,23/12/1986,35.0,96.0,11.0,14.0,-12.0,25.0,18.0,4.0,6.0,0.0,1.0,1.0,73.0,96.0,895.0,46070.0,1047.04545455,77.0,44.0,86.0,30.0,44.0,4.0,7.0,11.0,10.0,1.0,1.0,,,,,,,,,,,,,,,
123,18,Josh Norris,OTT,Eastern,C,Stupid Sexy Flanders,vince tran,20212022,4233627.0,"Oxford, MI",USA,74.0,196.0,5/5/1999,22.0,205.0,35.0,20.0,-7.0,55.0,16.0,16.0,7.0,0.0,0.0,8.0,531.0,506.0,1609.0,73573.0,1114.74242424,172.0,66.0,79.0,44.0,66.0,16.0,7.0,23.0,23.0,0.0,1.0,,,,,,,,,,,,,,,
124,18,Ilya Samsonov,WSH,Eastern,G,ミスター スパーコル,Maanik Bhandari,20212022,3900505.0,"Magnitogorsk, RUS",RUS,75.0,208.0,22/2/1997,24.0,173.0,,,,,,,,,,,,,,,,,44.0,,,,0.0,0.0,0.0,0.0,0.0,,39.0,23.0,12.0,1145.0,119.0,1026.0,3.0,141678.0,5.0,3.0237581,0.89606987,0.575,,,
125,18,Dominik Kubalik,CHI,Western,LW,Front Facing Skinner,Brian Duong,20212022,3042245.0,"Plzen, CZE",CZE,74.0,192.0,21/8/1995,26.0,105.0,15.0,17.0,-16.0,32.0,16.0,3.0,6.0,0.0,0.0,0.0,8.0,12.0,1461.0,67958.0,871.25641026,161.0,78.0,93.0,28.0,78.0,3.0,6.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,
126,18,David Krejci,BOS,Eastern,C,steams hams Norhtern Lights,bryan lam,20212022,3343.0,"Sternberk, Czechoslovakia",Czechoslovakia,72.0,188.0,28/4/1986,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,19,Andre Burakovsky,COL,Western,LW,steams hams Norhtern Lights,bryan lam,20212022,3042044.0,"Klagenfurt, AUT",AUT,75.0,203.0,9/2/1995,26.0,208.0,22.0,39.0,12.0,61.0,18.0,4.0,7.0,0.0,0.0,5.0,8.0,12.0,1640.0,78075.0,975.9375,149.0,80.0,49.0,34.0,80.0,4.0,7.0,11.0,11.0,0.0,1.0,,,,,,,,,,,,,,,
128,19,Alex Pietrangelo,VGK,Western,D,Front Facing Skinner,Brian Duong,20212022,4013.0,"King City, ON",CAN,75.0,215.0,18/1/1990,31.0,149.0,13.0,31.0,7.0,44.0,42.0,3.0,10.0,1.0,3.0,0.0,0.0,0.0,2174.0,118295.0,1478.6875,227.0,80.0,66.0,164.0,80.0,4.0,13.0,17.0,13.0,4.0,,,,,,,,,,,,,,44.0,,
129,19,Phil Kessel,ARI,Western,RW,ミスター スパーコル,Maanik Bhandari,20212022,3479.0,"Madison, WI",USA,71.0,208.0,2/10/1987,34.0,170.0,8.0,44.0,-24.0,52.0,40.0,2.0,12.0,0.0,0.0,0.0,4.0,8.0,1726.0,82056.0,1000.68292683,175.0,82.0,6.0,21.0,82.0,2.0,12.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,
130,19,Martin Necas,CAR,Eastern,C,Stupid Sexy Flanders,vince tran,20212022,4233586.0,"Nove Mesto na Morave, CZE",CZE,75.0,195.0,15/1/1999,22.0,131.0,14.0,26.0,5.0,40.0,32.0,2.0,2.0,1.0,0.0,6.0,38.0,48.0,1582.0,75760.0,971.28205128,159.0,78.0,55.0,19.0,78.0,3.0,2.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,
131,19,Travis Konecny,PHI,Eastern,RW,THE FAMILY GUY,Brandon Nguyen,20212022,3900169.0,"London, ON",CAN,70.0,192.0,11/3/1997,24.0,169.0,16.0,36.0,-23.0,52.0,77.0,3.0,7.0,0.0,0.0,3.0,13.0,18.0,1813.0,83487.0,1056.79746835,220.0,79.0,80.0,34.0,79.0,3.0,7.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,
132,19,Erik Karlsson,SJ,Western,D,Super Nintendo Chalmers,Ivan Chow,20212022,5164.0,"Landsbro, SWE",SWE,72.0,186.0,31/5/1990,31.0,117.0,10.0,25.0,-14.0,35.0,14.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1389.0,70411.0,1408.22,117.0,50.0,18.0,45.0,50.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,,,,,,35.0,,
133,19,Logan Couture,SJ,Western,C,Radioactive Man,Nam Le,20212022,3773.0,"Guelph, ON",CAN,73.0,206.0,28/3/1989,32.0,191.0,23.0,33.0,-11.0,56.0,18.0,5.0,12.0,2.0,1.0,3.0,622.0,653.0,2021.0,87469.0,1135.96103896,199.0,77.0,92.0,58.0,77.0,7.0,13.0,20.0,17.0,3.0,,,,,,,,,,,,,,,,
134,20,Ivan Provorov,PHI,Eastern,D,Radioactive Man,Nam Le,20212022,3899939.0,"Yaroslavl, RUS",RUS,73.0,213.0,13/1/1997,24.0,103.0,9.0,22.0,-20.0,31.0,34.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,2348.0,117981.0,1493.43037975,170.0,79.0,74.0,172.0,79.0,1.0,8.0,9.0,7.0,2.0,,,,,,,,,,,,,,31.0,,
135,20,Rasmus Dahlin,BUF,Eastern,D,Super Nintendo Chalmers,Ivan Chow,20212022,4294163.0,"Lidkoping, SWE",SWE,75.0,204.0,13/4/2000,21.0,184.0,13.0,40.0,-22.0,53.0,68.0,3.0,18.0,0.0,1.0,3.0,0.0,0.0,2313.0,115338.0,1441.725,171.0,80.0,121.0,91.0,80.0,3.0,19.0,22.0,21.0,1.0,,,,,,,,,,,,,,53.0,,
136,20,Sean Monahan,CGY,Western,C,THE FAMILY GUY,Brandon Nguyen,20212022,3041996.0,"Brampton, ON",CAN,74.0,197.0,12/10/1994,27.0,84.0,8.0,15.0,-15.0,23.0,24.0,5.0,8.0,0.0,0.0,2.0,415.0,364.0,1256.0,54831.0,843.55384615,111.0,65.0,59.0,24.0,65.0,5.0,8.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,
137,20,Sergei Bobrovsky,FLA,Eastern,G,Stupid Sexy Flanders,vince tran,20212022,5571.0,"Novokuznetsk, USSR",USSR,74.0,180.0,20/9/1988,33.0,285.0,,,,,,,,,,,,,,,,,54.0,,,,0.0,0.0,0.0,0.0,0.0,,53.0,39.0,7.0,1566.0,137.0,1429.0,3.0,184930.0,3.0,2.66695506,0.91251596,0.79591837,,,
138,20,Brady Tkachuk,OTT,Eastern,LW,ミスター スパーコル,Maanik Bhandari,20212022,4319858.0,"Scottsdale, AZ",USA,76.0,226.0,16/9/1999,22.0,230.0,30.0,37.0,-7.0,67.0,117.0,9.0,8.0,0.0,0.0,3.0,219.0,216.0,1874.0,89120.0,1128.10126582,288.0,79.0,270.0,25.0,79.0,9.0,8.0,17.0,17.0,0.0,1.0,,,,,,,,,,,,,,,
139,20,Alexis Lafrenière,NYR,Eastern,LW,Front Facing Skinner,Brian Duong,20212022,4697382.0,"Saint-Eustache, QC",CAN,74.0,196.0,11/10/2001,20.0,99.0,19.0,12.0,2.0,31.0,37.0,0.0,2.0,0.0,0.0,4.0,14.0,34.0,1379.0,66343.0,839.78481013,110.0,79.0,108.0,26.0,79.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,
140,20,Brayden Schenn,STL,Western,C,steams hams Norhtern Lights,bryan lam,20212022,5219.0,"Saskatoon, SK",CAN,73.0,199.0,22/8/1991,30.0,194.0,24.0,34.0,21.0,58.0,33.0,7.0,10.0,0.0,0.0,3.0,286.0,293.0,1338.0,66147.0,1066.88709677,111.0,62.0,119.0,17.0,62.0,7.0,10.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,
141,21,Devon Toews,COL,Western,D,steams hams Norhtern Lights,bryan lam,20212022,3096249.0,"Abbotsford, BC",CAN,73.0,191.0,21/2/1994,27.0,186.0,13.0,44.0,52.0,57.0,20.0,2.0,10.0,0.0,0.0,3.0,0.0,0.0,1920.0,100499.0,1522.71212121,158.0,66.0,54.0,85.0,66.0,2.0,10.0,12.0,12.0,0.0,,,,,,,,,,,,,,57.0,,
142,21,Mikhail Sergachev,TB,Eastern,D,Front Facing Skinner,Brian Duong,20212022,4024868.0,"Nizhnekamsk, RUS",RUS,75.0,212.0,25/6/1998,23.0,123.0,7.0,31.0,6.0,38.0,59.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2073.0,105173.0,1348.37179487,149.0,78.0,139.0,123.0,78.0,1.0,7.0,8.0,7.0,1.0,,,,,,,,,,,,,,38.0,,
143,21,Vince Dunn,SEA,Western,D,ミスター スパーコル,Maanik Bhandari,20212022,3904189.0,"Mississauga, ON",CAN,72.0,200.0,29/10/1996,25.0,116.0,7.0,28.0,-21.0,35.0,63.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1786.0,90567.0,1240.64383562,121.0,73.0,76.0,82.0,73.0,2.0,9.0,11.0,11.0,0.0,,,,,,,,,,,,,,35.0,,
144,21,Timo Meier,SJ,Western,RW,Stupid Sexy Flanders,vince tran,20212022,3899978.0,"St. Gallen, SUI",SUI,73.0,220.0,8/10/1996,25.0,272.0,35.0,41.0,-3.0,76.0,54.0,12.0,6.0,0.0,0.0,8.0,18.0,19.0,1758.0,88520.0,1149.61038961,326.0,77.0,162.0,61.0,77.0,12.0,6.0,18.0,18.0,0.0,2.0,,,,,,,,,,,,,,,
145,21,Jordan Eberle,SEA,Western,RW,THE FAMILY GUY,Brandon Nguyen,20212022,5032.0,"Regina, SK",CAN,71.0,180.0,15/5/1990,31.0,152.0,21.0,23.0,-28.0,44.0,14.0,4.0,5.0,0.0,0.0,2.0,6.0,14.0,1688.0,85088.0,1077.06329114,164.0,79.0,48.0,40.0,79.0,4.0,5.0,9.0,9.0,0.0,1.0,,,,,,,,,,,,,,,
146,21,Nico Hischier,NJ,Eastern,C,Super Nintendo Chalmers,Ivan Chow,20212022,4233555.0,"Naters, SUI",SUI,73.0,175.0,4/1/1999,22.0,196.0,21.0,39.0,-1.0,60.0,17.0,4.0,8.0,0.0,2.0,2.0,730.0,672.0,1830.0,81245.0,1160.64285714,153.0,70.0,50.0,48.0,70.0,4.0,10.0,14.0,12.0,2.0,,,,,,,,,,,,,,,,
147,21,Trevor Zegras,ANA,Western,C,Radioactive Man,Nam Le,20212022,4565230.0,"Bedford, NY",USA,72.0,185.0,20/3/2001,20.0,205.0,23.0,38.0,-21.0,61.0,50.0,9.0,8.0,0.0,0.0,5.0,217.0,327.0,1580.0,80574.0,1074.32,181.0,75.0,56.0,27.0,75.0,9.0,8.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,
148,22,Tony DeAngelo,CAR,Eastern,D,Radioactive Man,Nam Le,20212022,3114769.0,"Sewell, NJ",USA,72.0,190.0,24/10/1995,26.0,175.0,10.0,41.0,30.0,51.0,56.0,2.0,18.0,0.0,0.0,2.0,0.0,0.0,1456.0,76062.0,1188.46875,151.0,64.0,41.0,59.0,64.0,2.0,18.0,20.0,20.0,0.0,,,,,,,,,,,,,,51.0,,
149,22,Sam Bennett,FLA,Eastern,LW,Super Nintendo Chalmers,Ivan Chow,20212022,3114732.0,"Holland Landing, ON",CAN,73.0,193.0,20/6/1996,25.0,182.0,28.0,21.0,27.0,49.0,74.0,5.0,4.0,0.0,1.0,7.0,410.0,467.0,1494.0,72207.0,1017.0,241.0,71.0,119.0,27.0,71.0,5.0,5.0,10.0,9.0,1.0,2.0,,,,,,,,,,,,,,,
150,22,Mark Giordano,SEA,Western,D,THE FAMILY GUY,Brandon Nguyen,20212022,3006.0,"Toronto, ON",CAN,72.0,202.0,3/10/1983,38.0,120.0,8.0,27.0,-9.0,35.0,57.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,1930.0,93960.0,1252.8,151.0,75.0,75.0,139.0,75.0,2.0,12.0,14.0,12.0,2.0,,,,,,,,,,,,,,35.0,,
151,22,Joel Farabee,PHI,Eastern,LW,Stupid Sexy Flanders,vince tran,20212022,4352750.0,"Syracuse, NY",USA,72.0,186.0,25/2/2000,21.0,107.0,17.0,17.0,-11.0,34.0,50.0,1.0,2.0,1.0,0.0,1.0,41.0,102.0,1493.0,66479.0,1055.22222222,119.0,63.0,73.0,38.0,63.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
152,22,Mats Zuccarello,MIN,Western,RW,ミスター スパーコル,Maanik Bhandari,20212022,5560.0,"Oslo, NOR",NOR,68.0,180.0,1/9/1987,34.0,267.0,24.0,55.0,21.0,79.0,24.0,7.0,21.0,0.0,0.0,2.0,21.0,34.0,1329.0,78119.0,1115.98571429,159.0,70.0,36.0,33.0,70.0,7.0,21.0,28.0,28.0,0.0,,,,,,,,,,,,,,,,
